,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,release_month,primary_title,original_title,start_year,genres,ROI
1903,"Dec 3, 2010",Black Swan,13000000,106954678,331266710,2010,Dec,Black Swan,Black Swan,2010,"Drama,Thriller",2548.2
1904,"Feb 11, 2011",Justin Bieber: Never Say Never,13000000,73013910,99034125,2011,Feb,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,"Documentary,Music",761.8
1905,"Jul 4, 2018",The First Purge,13000000,69488745,136617305,2018,Jul,The First Purge,The First Purge,2018,"Action,Horror,Sci-Fi",1050.9
1906,"Mar 16, 2016",Miracles from Heaven,13000000,61705123,73798736,2016,Mar,Miracles from Heaven,Miracles from Heaven,2016,"Biography,Drama,Family",567.7
1907,"Feb 11, 2000",Snow Day,13000000,60008303,62452927,2000,Feb,Snow Day,Snow Day,2014,"Action,Documentary,Drama",480.4
1908,"Jan 23, 2004",The Butterfly Effect,13000000,57924679,95638592,2004,Jan,The Butterfly Effect,Vidas Em Paralelo,2010,"Comedy,Crime,Drama",735.7
1909,"Jun 24, 2016",The Shallows,13000000,55121623,118763442,2016,Jun,The Shallows,The Shallows,2016,"Drama,Horror,Thriller",913.6
1910,"Feb 14, 2014",About Last Night,13000000,48637684,50445860,2014,Feb,About Last Night,About Last Night,2014,"Comedy,Romance",388.0
1911,"Oct 10, 2014",St. Vincent,13000000,44137712,54837234,2014,Oct,St. Vincent,St. Vincent,2014,"Comedy,Drama",421.8
1912,"Jul 2, 2014",Earth to Echo,13000000,38934842,42174545,2014,Jul,Earth to Echo,Earth to Echo,2014,"Adventure,Family,Sci-Fi",324.4
1913,"Apr 10, 2015",Ex Machina,13000000,25440971,38358392,2015,Apr,Ex Machina,Ex Machina,2014,"Drama,Mystery,Sci-Fi",295.1
1914,"Mar 11, 2016",Eye in the Sky,13000000,18704596,35402802,2016,Mar,Eye in the Sky,Eye in the Sky,2015,"Drama,Thriller,War",272.3
1916,"Sep 21, 2012",The Perks of Being a Wallflower,13000000,17742948,33069303,2012,Sep,The Perks of Being a Wallflower,The Perks of Being a Wallflower,2012,Drama,254.4
1917,"Oct 16, 2015",Room,13000000,14677674,36262783,2015,Oct,Room,Room,2015,"Drama,Thriller",278.9
1919,"Jul 17, 2015",Bajrangi Bhaijaan,13000000,8178001,121778347,2015,Jul,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,"Action,Comedy,Drama",936.8
1933,"Mar 15, 2013",The Call,12800000,51872378,69821476,2013,Mar,The Call,The Call,2013,"Crime,Drama,Horror",545.5
1940,"Sep 3, 2010",Machete,12500000,26593646,46370970,2010,Sep,Machete,Machete,2010,"Action,Crime,Thriller",371.0
1947,"Jun 6, 2014",The Fault in Our Stars,12000000,124872350,307166834,2014,Jun,The Fault in Our Stars,The Fault in Our Stars,2014,"Drama,Romance",2559.7
1948,"Apr 20, 2012",Think Like a Man,12000000,91547205,113373764,2012,Apr,Think Like a Man,Think Like a Man,2012,"Comedy,Romance",944.8
1949,"Feb 24, 2012",Act of Valor,12000000,70012847,82497035,2012,Feb,Act of Valor,Act of Valor,2012,"Action,Adventure,Drama",687.5
1950,"Aug 11, 2006",Step Up,12000000,65328121,110989157,2006,Aug,Step Up,Step Up,2012,"Biography,Documentary,Drama",924.9
1951,"Feb 3, 2012",Chronicle,12000000,64575175,123681790,2012,Feb,Chronicle,Chronicle,2012,"Drama,Sci-Fi,Thriller",1030.7
1952,"Mar 2, 2012",Project X,12000000,54731865,103028188,2012,Mar,Project X,Project X,2012,Comedy,858.6
1954,"Nov 10, 2017","Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,2017,Nov,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017,"Crime,Drama",1334.9
1955,"Nov 25, 2016",Lion,12000000,51739495,149570720,2016,Nov,Lion,Lion,2015,"Comedy,Drama,Romance",1246.4
1958,"May 4, 2018",Overboard,12000000,50316123,85369830,2018,May,Overboard,Overboard,2018,"Comedy,Romance",711.4
1959,"Nov 22, 2013",Philomena,12000000,37709979,98963392,2013,Nov,Philomena,Philomena,2013,"Biography,Comedy,Drama",824.7
1960,"Feb 15, 2002",Crossroads,12000000,37188667,57000000,2002,Feb,Crossroads,Railways: Ai o tsutaerare nai otona-tachi e,2011,Drama,475.0
1978,"Jul 24, 2015",Paper Towns,12000000,32000304,85450484,2015,Jul,Paper Towns,Paper Towns,2015,"Comedy,Drama,Mystery",712.1
1979,"Oct 10, 2008",Quarantine,12000000,31691811,41924774,2008,Oct,Quarantine,Quarantine,2011,"Documentary,Family",349.4
1980,"Aug 12, 2016",Hell or High Water,12000000,27007844,37584304,2016,Aug,Hell or High Water,Hell or High Water,2016,"Action,Crime,Drama",313.2
1981,"Jul 5, 2012",Katy Perry: Part of Me,12000000,25326071,32700439,2012,Jul,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,"Documentary,Music",272.5
1982,"Dec 12, 2014",Top Five,12000000,25317379,26001741,2014,Dec,Top Five,Top Five,2014,"Comedy,Romance",216.7
1983,"Jan 30, 2015",Project Almanac,12000000,22348241,32909437,2015,Jan,Project Almanac,Project Almanac,2015,"Drama,Mystery,Sci-Fi",274.2
1985,"Nov 15, 2013",Nebraska,12000000,17654912,24761360,2013,Nov,Nebraska,Nebraska,2013,"Adventure,Comedy,Drama",206.3
1987,"Nov 1, 2013",About Time,12000000,15323921,89309178,2013,Nov,About Time,About Time,2013,"Comedy,Drama,Fantasy",744.2
1995,"Sep 14, 2012",Arbitrage,12000000,7919574,35830713,2012,Sep,Arbitrage,Arbitrage,2012,"Drama,Thriller",298.6
2022,"Sep 23, 2016",The Dressmaker,11900000,2022115,24041617,2016,Sep,The Dressmaker,The Dressmaker,2015,"Comedy,Drama",202.0
2023,"Nov 20, 2015",Carol,11800000,12711491,42843521,2015,Nov,Carol,Carol,2015,"Drama,Romance",363.1
2024,"Jan 22, 2016",Dirty Grandpa,11500000,35593113,105078449,2016,Jan,Dirty Grandpa,Dirty Grandpa,2016,Comedy,913.7
2025,"Dec 10, 2010",The Fighter,11000000,93617009,129262388,2010,Dec,The Fighter,The Fighter,2010,"Biography,Drama,Sport",1175.1
2026,"Aug 22, 2014",If I Stay,11000000,50474843,78356170,2014,Aug,If I Stay,If I Stay,2014,"Drama,Fantasy,Music",712.3
2027,"Nov 4, 2015",Brooklyn,11000000,38322743,62076141,2015,Nov,Brooklyn,Brooklyn,2015,"Drama,Romance",564.3
2029,"Apr 1, 2015",Woman in Gold,11000000,33307793,58586407,2015,Apr,Woman in Gold,Woman in Gold,2015,"Biography,Drama,History",532.6
2030,"Dec 8, 2017","I, Tonya",11000000,30014534,53797409,2017,Dec,"I, Tonya","I, Tonya",2017,"Biography,Comedy,Drama",489.1
2031,"Jan 11, 2013",Quartet,11000000,18388357,56178935,2013,Jan,Quartet,Quartet,2012,"Comedy,Drama",510.7
2032,"Dec 6, 2013",Inside Llewyn Davis,11000000,13248209,32943247,2013,Dec,Inside Llewyn Davis,Inside Llewyn Davis,2013,"Drama,Music",299.5
2035,"Jul 6, 2016",Sultan,11000000,5599781,72989781,2016,Jul,Sultan,Sultan,2012,"Drama,Romance",663.5
2043,"Dec 25, 2004",Darkness,10600000,22163442,34409206,2004,Dec,Darkness,Igra u tami,2015,Drama,324.6
2048,"Oct 22, 2004",The Grudge,10000000,110359362,187281115,2004,Oct,The Grudge,The Grudge,2017,,1872.8
2049,"Jul 1, 2016",The Purge: Election Year,10000000,79042440,118514727,2016,Jul,The Purge: Election Year,The Purge: Election Year,2016,"Action,Horror,Sci-Fi",1185.1
2050,"May 18, 2018",Book Club,10000000,68566296,91113683,2018,May,Book Club,Book Club,2015,Documentary,911.1
2052,"Jan 5, 2018",Insidious: The Last Key,10000000,67745330,167885588,2018,Jan,Insidious: The Last Key,Insidious: The Last Key,2018,"Horror,Mystery,Thriller",1678.9
2053,"Nov 3, 2017",Lady Bird,10000000,48958273,78610769,2017,Nov,Lady Bird,Lady Bird,2017,"Comedy,Drama",786.1
2054,"May 4, 2012",The Best Exotic Marigold Hotel,10000000,46383639,134639780,2012,May,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,2011,"Comedy,Drama,Romance",1346.4
2055,"Jun 8, 2018",Hereditary,10000000,44069456,70133905,2018,Jun,Hereditary,Hereditary,2018,"Drama,Horror,Mystery",701.3
2056,"Mar 16, 2018","Love, Simon",10000000,40826341,65520633,2018,Mar,"Love, Simon","Love, Simon",2018,"Comedy,Drama,Romance",655.2
2057,"Oct 27, 2017",Jigsaw,10000000,38052832,102445196,2017,Oct,Jigsaw,Jigsaw,2017,"Crime,Horror,Mystery",1024.5
2058,"Jan 22, 2016",The Boy,10000000,35819556,68220952,2016,Jan,The Boy,The Boy,2015,"Drama,Horror,Thriller",682.2
2060,"May 19, 2017","Everything, Everything",10000000,34121140,61603136,2017,May,"Everything, Everything","Everything, Everything",2017,"Drama,Romance",616.0
2061,"Sep 17, 2010",Devil,10000000,33679655,63354114,2010,Sep,Devil,Devil,2010,"Horror,Mystery,Thriller",633.5
2063,"Mar 6, 2015",The Second Best Exotic Marigold Hotel,10000000,33078266,90384306,2015,Mar,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015,"Comedy,Drama",903.8
2064,"Apr 28, 2017",How to Be a Latin Lover,10000000,32149404,62556228,2017,Apr,How to Be a Latin Lover,How to Be a Latin Lover,2017,"Comedy,Drama",625.6
2065,"Dec 19, 2003",Calendar Girls,10000000,31011616,93074616,2003,Dec,Calendar Girls,Calendar Girls,2015,Drama,930.7
2066,"Aug 10, 2018",Slender Man,10000000,30564825,51723644,2018,Aug,Slender Man,Slender Man,2018,"Horror,Mystery,Thriller",517.2
2068,"Sep 9, 2016",When the Bough Breaks,10000000,29747603,30768449,2016,Sep,When the Bough Breaks,When the Bough Breaks,2016,"Crime,Drama,Horror",307.7
2070,"Aug 21, 2015",Sinister 2,10000000,27740955,54104225,2015,Aug,Sinister 2,Sinister 2,2015,"Horror,Mystery,Thriller",541.0
2071,"Jan 8, 2016",The Forest,10000000,26594261,40749230,2016,Jan,The Forest,The Forest,2011,"Horror,Thriller",407.5
2075,"Aug 17, 2012",Sparkle,10000000,24397469,24660323,2012,Aug,Sparkle,Sparkle,2012,"Drama,Music",246.6
2076,"Oct 14, 2016",Kevin Hart: What Now?,10000000,23591043,23591043,2016,Oct,Kevin Hart: What Now?,Kevin Hart: What Now?,2016,"Comedy,Documentary",235.9
2077,"Apr 26, 2013",Mud,10000000,21590086,31556959,2013,Apr,Mud,Mud,2012,Drama,315.6
2079,"Nov 12, 2010",Skyline,10000000,21416355,68264973,2010,Nov,Skyline,Skyline,2010,"Action,Sci-Fi,Thriller",682.6
2080,"Dec 1, 2017",The Disaster Artist,10000000,21120616,28717667,2017,Dec,The Disaster Artist,The Disaster Artist,2017,"Biography,Comedy,Drama",287.2
2081,"Sep 16, 2016",Blair Witch,10000000,20777061,38985577,2016,Sep,Blair Witch,Blair Witch,2016,"Horror,Mystery,Thriller",389.9
2082,"Feb 2, 2001",Valentine,10000000,20384136,20384136,2001,Feb,Valentine,Valentine,2017,Action,203.8
2084,"Oct 23, 2015",Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,2015,Oct,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015,"Horror,Mystery,Thriller",779.6
2088,"Nov 23, 2011",My Week with Marilyn,10000000,14597405,34240572,2011,Nov,My Week with Marilyn,My Week with Marilyn,2011,"Biography,Drama",342.4
2089,"Dec 25, 2014",Big Eyes,10000000,14482031,27317872,2014,Dec,Big Eyes,Big Eyes,2014,"Biography,Crime,Drama",273.2
2091,"Dec 19, 2000",The Gift,10000000,12008642,44567606,2000,Dec,The Gift,The Gift,2010,Drama,445.7
2118,"Jan 25, 2013",Movie 43,10000000,8840453,31164747,2013,Jan,Movie 43,Movie 43,2013,Comedy,311.6
2194,"Dec 19, 2012",Amour,9700000,6738954,36787044,2012,Dec,Amour,Amour,2012,"Drama,Romance",379.2
2195,"Dec 21, 2016",Dangal,9500000,12391761,294654618,2016,Dec,Dangal,Dangal,2016,"Action,Biography,Drama",3101.6
2200,"Nov 11, 2011",Melancholia,9400000,3030848,21817298,2011,Nov,Melancholia,Melancholia,2011,"Drama,Sci-Fi",232.1
2205,"Dec 31, 2011",Red Dog,9100000,0,20927794,2011,Dec,Red Dog,Red Dog,2011,"Biography,Comedy,Drama",230.0
2210,"Jul 18, 2014",The Purge: Anarchy,9000000,71562550,111534881,2014,Jul,The Purge: Anarchy,The Purge: Anarchy,2014,"Action,Horror,Sci-Fi",1239.3
2211,"May 30, 2008",The Strangers,9000000,52597610,83051676,2008,May,The Strangers,The Strangers,2012,"Action,Drama,Horror",922.8
2215,"Oct 21, 2016",Ouija: Origin of Evil,9000000,35144505,81831866,2016,Oct,Ouija: Origin of Evil,Ouija: Origin of Evil,2016,"Drama,Horror,Mystery",909.2
2216,"Feb 13, 2019",Happy Death Day 2U,9000000,28051045,64179495,2019,Feb,Happy Death Day 2U,Happy Death Day 2U,2019,"Drama,Horror,Mystery",713.1
2217,"Jan 30, 2015",Black or White,9000000,21571189,21971021,2015,Jan,Black or White,Black or White,2014,Drama,244.1
2220,"Nov 18, 2016",The Edge of Seventeen,9000000,14431633,19096003,2016,Nov,The Edge of Seventeen,The Edge of Seventeen,2016,"Comedy,Drama",212.2
2221,"Dec 2, 2016",Jackie,9000000,13960394,36588512,2016,Dec,Jackie,Jackie,2016,"Biography,Drama,History",406.5
2233,"Mar 22, 2013",The Sapphires,9000000,2450867,20395040,2013,Mar,The Sapphires,The Sapphires,2012,"Biography,Comedy,Drama",226.6
2245,"May 18, 2012",Polisse,8900000,176988,22744132,2012,May,Polisse,Polisse,2011,"Crime,Drama",255.6
2246,"Nov 30, 2007",Awake,8600000,14373825,32968648,2007,Nov,Awake,Awake,2017,Drama,383.4
2248,"Nov 18, 2016",Manchester by the Sea,8500000,47695371,77733867,2016,Nov,Manchester by the Sea,Manchester by the Sea,2016,Drama,914.5
2249,"Oct 31, 2014",Nightcrawler,8500000,32381218,50334418,2014,Oct,Nightcrawler,Nightcrawler,2014,"Crime,Drama,Thriller",592.2
2250,"Jan 16, 2019",Dragon Ball Super: Broly,8500000,30376755,122747755,2019,Jan,Dragon Ball Super: Broly,Doragon bôru chô: Burorî,2018,"Action,Adventure,Animation",1444.1
2251,"Sep 27, 2013",Baggage Claim,8500000,21569509,22885836,2013,Sep,Baggage Claim,Baggage Claim,2013,Comedy,269.2
2252,"Oct 7, 2016",Middle School: The Worst Years of My Life,8500000,20007149,23311293,2016,Oct,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,"Comedy,Family",274.3
2253,"Mar 9, 2007",The Namesake,8500000,13610521,20288774,2007,Mar,The Namesake,Ryeonhuiwa yeonheui,2017,Drama,238.7
2255,"Dec 31, 2017",Posledniy bogatyr,8500000,0,30700192,2017,Dec,Posledniy bogatyr,Posledniy bogatyr,2017,"Action,Adventure,Comedy",361.2
2257,"May 31, 2013",Yeh Jawaani Hai Deewani,8300000,3827466,50827466,2013,May,Yeh Jawaani Hai Deewani,Yeh Jawaani Hai Deewani,2013,"Comedy,Drama,Musical",612.4
2258,"Sep 17, 2010",Easy A,8000000,58401464,76200721,2010,Sep,Easy A,Easy A,2010,"Comedy,Drama,Romance",952.5
2259,"May 3, 2019",The Intruder,8000000,35095904,36005871,2019,May,The Intruder,Khew ar-khard,2010,Horror,450.1
2261,"Sep 30, 2011",50/50,8000000,35016118,41334735,2011,Sep,50/50,50/50,2011,"Comedy,Drama,Romance",516.7
2263,"Sep 2, 2015",A Walk in the Woods,8000000,29499394,37119358,2015,Sep,A Walk in the Woods,A Walk in the Woods,2015,"Adventure,Biography,Comedy",464.0
2264,"Oct 11, 2002",Brown Sugar,8000000,27362712,28315272,2002,Oct,Brown Sugar,Naam Tan Daeng,2010,Drama,353.9
2265,"Jan 31, 2014",That Awkward Moment,8000000,26068955,53068955,2014,Jan,That Awkward Moment,That Awkward Moment,2014,"Comedy,Romance",663.4
2266,"Mar 21, 2008",Shutter,8000000,25928550,47782426,2008,Mar,Shutter,Shutter,2012,Thriller,597.3
2269,"Sep 18, 2013",Enough Said,8000000,17550872,25621449,2013,Sep,Enough Said,Enough Said,2013,"Comedy,Drama,Romance",320.3
2270,"Jan 30, 2009",New in Town,8000000,16734283,29937909,2009,Jan,New in Town,New in Town,2017,"Adventure,Comedy,Fantasy",374.2
2271,"Jun 27, 2014",Begin Again,8000000,16170632,68838736,2014,Jun,Begin Again,Begin Again,2013,"Drama,Family",860.5
2273,"May 19, 2006",See No Evil,8000000,15032800,18828036,2006,May,See No Evil,See No Evil,2014,Documentary,235.4
2280,"Dec 29, 2010",Another Year,8000000,3205706,20005613,2010,Dec,Another Year,Another Year,2010,"Comedy,Drama",250.1
2294,"Nov 18, 2016",A Street Cat Named Bob,8000000,82703,17382693,2016,Nov,A Street Cat Named Bob,A Street Cat Named Bob,2016,"Biography,Comedy,Drama",217.3
2301,"Jul 4, 2003",Swimming Pool,7800000,10130108,24021282,2003,Jul,Swimming Pool,Swimming Pool,2011,,308.0
2309,"Jan 13, 2017",The Bye Bye Man,7400000,22395806,31187727,2017,Jan,The Bye Bye Man,The Bye Bye Man,2017,"Drama,Fantasy,Horror",421.5
2310,"May 6, 2005",Crash,7303082,55334418,101173038,2005,May,Crash,Crash,2011,Thriller,1385.3
2317,"Jun 29, 2012",Magic Mike,7000000,113721571,170549753,2012,Jun,Magic Mike,Magic Mike,2012,"Comedy,Drama",2436.4
2318,"Mar 16, 2018",I Can Only Imagine,7000000,83482352,85604221,2018,Mar,I Can Only Imagine,I Can Only Imagine,2018,"Biography,Drama,Family",1222.9
2319,"Mar 15, 2019",Five Feet Apart,7000000,45729221,80504421,2019,Mar,Five Feet Apart,Five Feet Apart,2019,"Drama,Romance",1150.1
2320,"May 6, 2011",Jumping the Broom,7000000,37295394,38158601,2011,May,Jumping the Broom,Jumping the Broom,2011,"Comedy,Drama",545.1
2321,"Apr 7, 2017",Gifted,7000000,24801212,36964656,2017,Apr,Gifted,Gifted,2018,Documentary,528.1
2324,"Apr 11, 2001",Kingdom Come,7000000,23247539,23393939,2001,Apr,Kingdom Come,Kingdom Come,2015,Documentary,334.2
2329,"Jun 19, 2015",Dope,7000000,17506470,18190831,2015,Jun,Dope,Dope,2015,"Comedy,Crime,Drama",259.9
2330,"Jan 17, 2014",Devil's Due,7000000,15821461,36146087,2014,Jan,Devil's Due,Devil's Due,2014,"Horror,Mystery,Thriller",516.4
2331,"Nov 14, 2014",Beyond the Lights,7000000,14618727,14618727,2014,Nov,Beyond the Lights,Beyond the Lights,2014,"Drama,Music,Romance",208.8
2334,"Dec 22, 2010",Somewhere,7000000,1785645,17023121,2010,Dec,Somewhere,Somewhere,2010,"Comedy,Drama",243.2
2349,"Sep 21, 2012",House at the End of the Street,6900000,31611916,44103982,2012,Sep,House at the End of the Street,House at the End of the Street,2012,"Drama,Horror,Thriller",639.2
2351,"Sep 17, 2010",Incendies,6800000,6857096,16038343,2010,Sep,Incendies,Incendies,2010,"Drama,Mystery,War",235.9
2352,"Oct 3, 2014",Annabelle,6500000,84273813,256862920,2014,Oct,Annabelle,Annabelle,2014,"Horror,Mystery,Thriller",3951.7
2354,"Dec 2, 2011",Shame,6500000,4002293,20412841,2011,Dec,Shame,Shame,2011,Drama,314.0
2371,"May 11, 2018",Breaking In,6000000,46840590,51411620,2018,May,Breaking In,Breaking In,2018,"Action,Crime,Drama",856.9
2372,"Mar 29, 2019",Unplanned,6000000,18107621,18107621,2019,Mar,Unplanned,Unplanned,2019,"Biography,Drama",301.8
2373,"Feb 8, 2019",The Prodigy,6000000,14856291,19789712,2019,Feb,The Prodigy,The Prodigy,2019,"Horror,Thriller",329.8
2374,"Nov 30, 2018",The Possession of Hannah Grace,6000000,14836174,42785387,2018,Nov,The Possession of Hannah Grace,The Possession of Hannah Grace,2018,"Horror,Mystery,Thriller",713.1
2375,"Sep 7, 2012",The Words,6000000,11494838,16369708,2012,Sep,The Words,The Words,2012,"Drama,Mystery,Romance",272.8
2376,"Jan 15, 2016",The Lady in the Van,6000000,10021175,42320503,2016,Jan,The Lady in the Van,The Lady in the Van,2015,"Biography,Comedy,Drama",705.3
2380,"Jul 29, 2011",The Guard,6000000,5359774,21197454,2011,Jul,The Guard,The Guard,2011,"Comedy,Crime,Thriller",353.3
2402,"Dec 7, 2012",Khiladi 786,5600000,385422,14683763,2012,Dec,Khiladi 786,Khiladi 786,2012,"Action,Comedy",262.2
2403,"Sep 27, 2013",Don Jon,5500000,24477704,41268579,2013,Sep,Don Jon,Don Jon,2013,"Comedy,Drama,Romance",750.3
2404,"Sep 28, 2018",Hell Fest,5500000,11107431,18119231,2018,Sep,Hell Fest,Hell Fest,2018,Horror,329.4
2417,"Oct 21, 2011",Le Havre,5500000,611709,13480196,2011,Oct,Le Havre,Le Havre,2011,"Comedy,Drama",245.1
2428,"Apr 22, 2011",Dum Maaro Dum,5200000,564489,11633427,2011,Apr,Dum Maaro Dum,Dum Maaro Dum,2011,"Action,Crime,Drama",223.7
2429,"Feb 24, 2017",Get Out,5000000,176040665,255367951,2017,Feb,Get Out,Get Out,2017,"Horror,Mystery,Thriller",5107.4
2430,"Jan 20, 2017",Split,5000000,138141585,278964806,2017,Jan,Split,Split,2016,"Comedy,Romance,Sport",5579.3
2436,"Oct 21, 2011",Paranormal Activity 3,5000000,104028807,207039844,2011,Oct,Paranormal Activity 3,Paranormal Activity 3,2011,"Horror,Mystery,Thriller",4140.8
