,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,release_month,primary_title,original_title,start_year,genres,ROI
2437,"Mar 11, 2016",10 Cloverfield Lane,5000000,72082999,108286422,2016,Mar,10 Cloverfield Lane,10 Cloverfield Lane,2016,"Drama,Horror,Mystery",2165.7
2438,"Jul 22, 2016",Lights Out,5000000,67268835,148806510,2016,Jul,Lights Out,Lights Out,2010,Drama,2976.1
2443,"Sep 11, 2015",The Visit,5000000,65206105,98677816,2015,Sep,The Visit,The Visit,2010,"Comedy,Drama,Romance",1973.6
2447,"Oct 13, 2017",Happy Death Day,5000000,55683845,125010260,2017,Oct,Happy Death Day,Happy Death Day,2017,"Horror,Mystery,Thriller",2500.2
2448,"Oct 19, 2012",Paranormal Activity 4,5000000,53900335,142817992,2012,Oct,Paranormal Activity 4,Paranormal Activity 4,2012,"Horror,Mystery,Thriller",2856.4
2449,"Oct 24, 2014",Ouija,5000000,50856010,103300632,2014,Oct,Ouija,Ouija,2014,"Horror,Mystery,Thriller",2066.0
2450,"Jun 23, 2017",The Big Sick,5000000,42872467,53972860,2017,Jun,The Big Sick,The Big Sick,2017,"Comedy,Drama,Romance",1079.5
2451,"Dec 24, 2003",Monster,5000000,34469210,64240813,2003,Dec,Monster,Monster,2010,"Action,Adventure,Comedy",1284.8
2459,"Jan 3, 2014",Paranormal Activity: The Marked Ones,5000000,32462372,90904854,2014,Jan,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014,"Horror,Mystery,Thriller",1818.1
2460,"Apr 11, 2014",Oculus,5000000,27695246,44115496,2014,Apr,Oculus,Oculus,2013,"Horror,Mystery",882.3
2461,"Nov 1, 2013",Dallas Buyers Club,5000000,27298285,60611845,2013,Nov,Dallas Buyers Club,Dallas Buyers Club,2013,"Biography,Drama",1212.2
2462,"Aug 26, 2015",No Escape,5000000,27288872,42844516,2015,Aug,No Escape,No Escape,2015,"Action,Thriller",856.9
2464,"Feb 27, 2015",The Lazarus Effect,5000000,25801570,38359310,2015,Feb,The Lazarus Effect,The Lazarus Effect,2015,"Horror,Mystery,Sci-Fi",767.2
2465,"Aug 26, 2011",Our Idiot Brother,5000000,24814830,25861249,2011,Aug,Our Idiot Brother,Our Idiot Brother,2011,"Comedy,Drama",517.2
2466,"Mar 9, 2018",The Strangers: Prey at Night,5000000,24431472,29960051,2018,Mar,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,Horror,599.2
2467,"Oct 13, 2000",Billy Elliot,5000000,21995263,109253745,2000,Oct,Billy Elliot,Billy Elliot the Musical Live,2014,"Comedy,Drama,Music",2185.1
2468,"Jul 5, 2013",The Way Way Back,5000000,21502690,26853810,2013,Jul,The Way Way Back,The Way Way Back,2013,"Comedy,Drama",537.1
2469,"Aug 29, 2014","As Above, So Below",5000000,21222315,41824066,2014,Aug,"As Above, So Below","As Above, So Below",2012,Documentary,836.5
2472,"Feb 19, 2016",Race,5000000,19115191,23745772,2016,Feb,Race,Race,2010,"Biography,Documentary,History",474.9
2475,"Jan 16, 2015",Still Alice,5000000,18656400,41699612,2015,Jan,Still Alice,Still Alice,2014,Drama,834.0
2476,"Sep 2, 2011",Apollo 18,5000000,17686929,26517819,2011,Sep,Apollo 18,Apollo 18,2011,"Horror,Mystery,Sci-Fi",530.4
2477,"Mar 23, 2018","Paul, Apostle of Christ",5000000,17547999,25529498,2018,Mar,"Paul, Apostle of Christ","Paul, Apostle of Christ",2018,"Adventure,Biography,Drama",510.6
2478,"Oct 10, 2014",Addicted,5000000,17390770,17499242,2014,Oct,Addicted,Addicted,2014,"Drama,Thriller",350.0
2482,"Mar 15, 2013",Spring Breakers,5000000,14124286,31149251,2013,Mar,Spring Breakers,Spring Breakers,2012,"Comedy,Crime,Drama",623.0
2483,"Jun 9, 2017",It Comes at Night,5000000,13985117,19720203,2017,Jun,It Comes at Night,It Comes at Night,2017,"Horror,Mystery",394.4
2484,"Mar 3, 2017",Before I Fall,5000000,12241072,18945682,2017,Mar,Before I Fall,Before I Fall,2017,"Drama,Fantasy,Mystery",378.9
2485,"Jan 29, 2016",Fifty Shades of Black,5000000,11686940,22113075,2016,Jan,Fifty Shades of Black,Fifty Shades of Black,2016,Comedy,442.3
2486,"Mar 17, 2017",The Belko Experiment,5000000,10166820,11792942,2017,Mar,The Belko Experiment,The Belko Experiment,2016,"Horror,Thriller",235.9
2487,"Mar 11, 2016",The Perfect Match,5000000,9669521,10182050,2016,Mar,The Perfect Match,The Perfect Match,2013,"Biography,Documentary,Family",203.6
2492,"May 28, 2010",Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,2010,May,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010,Documentary,330.3
2498,"Mar 4, 2016",The Other Side of the Door,5000000,3000342,12905107,2016,Mar,The Other Side of the Door,The Other Side of the Door,2014,Drama,258.1
2504,"Dec 28, 2016",Paterson,5000000,2141423,10727536,2016,Dec,Paterson,Paterson,2016,"Comedy,Drama,Romance",214.6
2533,"Jan 23, 2015",Mommy,4900000,3498695,17536004,2015,Jan,Mommy,Mommy,2014,Drama,357.9
2540,"Jan 6, 2006",Hostel,4800000,47326473,82241110,2006,Jan,Hostel,Hostel,2011,"Action,Crime,Drama",1713.4
2548,"Sep 14, 2012",Barfi,4600000,2804874,36751984,2012,Sep,Barfi,Barfi,2013,"Comedy,Romance",799.0
2550,"Mar 25, 2016",The Lobster,4500000,9196278,18019834,2016,Mar,The Lobster,The Lobster,2015,"Comedy,Drama,Romance",400.4
2578,"Jan 23, 2015",The Boy Next Door,4000000,36006065,53401938,2015,Jan,The Boy Next Door,The Boy Next Door,2015,"Horror,Thriller",1335.0
2579,"Jul 11, 2014",Boyhood,4000000,25379975,57273049,2014,Jul,Boyhood,Boyhood,2014,Drama,1431.8
2580,"Jul 9, 2010",The Kids Are All Right,4000000,20811365,36275469,2010,Jul,The Kids Are All Right,The Kids Are All Right,2010,"Comedy,Drama,Romance",906.9
2581,"Apr 18, 2014",A Haunted House 2,4000000,17329487,21206861,2014,Apr,A Haunted House 2,A Haunted House 2,2014,"Comedy,Fantasy",530.2
2582,"Mar 1, 2013",The Last Exorcism Part II,4000000,15179303,25448707,2013,Mar,The Last Exorcism Part II,The Last Exorcism Part II,2013,"Drama,Horror,Thriller",636.2
2583,"Aug 4, 2000",Saving Grace,4000000,12178602,27786849,2000,Aug,Saving Grace,Saving Grace,2010,"Crime,Drama,Horror",694.7
2584,"May 13, 2016",The Darkness,4000000,10753574,10898293,2016,May,The Darkness,The Darkness,2016,"Horror,Thriller",272.5
2586,"Nov 14, 2001",The Wash,4000000,10097096,10097096,2001,Nov,The Wash,The Wash,2011,Thriller,252.4
2587,"Apr 11, 2008",The Visitor,4000000,9427026,19174817,2008,Apr,The Visitor,Cibrâil,2011,"Drama,Romance",479.4
2593,"May 25, 2007",Bug,4000000,7006708,8302995,2007,May,Bug,Bug,2017,"Drama,Mystery,Thriller",207.6
2599,"Feb 22, 2008",The Signal,50000,251150,406299,2008,Feb,The Signal,The Signal,2014,"Drama,Mystery,Sci-Fi",812.6
2629,"Apr 13, 2018",Truth or Dare,3500000,41411015,95127344,2018,Apr,Truth or Dare,Truth or Dare,2013,"Horror,Romance,Thriller",2717.9
2635,"Feb 19, 2016",The Witch,3500000,25138705,40454520,2016,Feb,The Witch,The VVitch: A New-England Folktale,2015,"Horror,Mystery",1155.8
2637,"Feb 2, 2018",Winchester,3500000,25091816,44378040,2018,Feb,Winchester,Winchester,2018,"Biography,Drama,Fantasy",1267.9
2638,"Dec 6, 2002",Empire,3500000,17504595,18495444,2002,Dec,Empire,Empire,2016,,528.4
2639,"Feb 22, 2013",Dark Skies,3500000,17418667,27704111,2013,Feb,Dark Skies,Dark Skies,2013,"Horror,Sci-Fi,Thriller",791.5
2640,"Jan 19, 2018",Forever My Girl,3500000,16376066,16376066,2018,Jan,Forever My Girl,Forever My Girl,2018,"Drama,Music,Romance",467.9
2658,"Oct 21, 2011",Margin Call,3400000,5353586,20433227,2011,Oct,Margin Call,Margin Call,2011,"Drama,Thriller",601.0
2663,"Oct 10, 2014",Whiplash,3300000,13092006,38969037,2014,Oct,Whiplash,Whiplash,2014,"Drama,Music",1180.9
2664,"Oct 26, 2007",Bella,3300000,8093373,12405473,2007,Oct,Bella,Bella,2018,"Drama,Family",375.9
2666,"Jul 6, 2018",Sorry to Bother You,3200000,17493096,18285560,2018,Jul,Sorry to Bother You,Sorry to Bother You,2018,"Comedy,Fantasy,Sci-Fi",571.4
2667,"Jun 3, 2011",Beginners,3200000,5790894,14314407,2011,Jun,Beginners,Beginners,2010,"Comedy,Drama,Romance",447.3
2678,"Oct 20, 2010",Paranormal Activity 2,3000000,84752907,177512032,2010,Oct,Paranormal Activity 2,Paranormal Activity 2,2010,Horror,5917.1
2679,"Aug 28, 2015",War Room,3000000,67790117,73975239,2015,Aug,War Room,War Room,2015,Drama,2465.8
2680,"Jun 7, 2013",The Purge,3000000,64473115,91266581,2013,Jun,The Purge,The Purge,2013,"Horror,Thriller",3042.2
2681,"Oct 12, 2012",Sinister,3000000,48086903,87727807,2012,Oct,Sinister,Sinister,2012,"Horror,Mystery,Thriller",2924.3
2683,"Jun 1, 2018",Upgrade,3000000,11977130,16553285,2018,Jun,Upgrade,Upgrade,2018,"Action,Sci-Fi,Thriller",551.8
2685,"May 24, 2013",Before Midnight,3000000,8110621,23251930,2013,May,Before Midnight,Before Midnight,2013,"Drama,Romance",775.1
2686,"Jul 31, 2009",The Collector,3000000,7712114,10473836,2009,Jul,The Collector,The Collector,2012,"Action,Comedy",349.1
2688,"Oct 27, 2017",Let There Be Light,3000000,7233471,7241309,2017,Oct,Let There Be Light,Let There Be Light,2012,Documentary,241.4
2693,"Apr 28, 2006",Water,3000000,5529144,11322573,2006,Apr,Water,Water,2014,"Crime,Thriller",377.4
2699,"May 17, 2013",Frances Ha,3000000,4067398,11262769,2013,May,Frances Ha,Frances Ha,2012,"Comedy,Drama,Romance",375.4
2701,"Apr 22, 2016",Compadres,3000000,3127773,7445044,2016,Apr,Compadres,Compadres,2016,"Action,Comedy,Crime",248.2
2715,"Mar 25, 2005",Oldboy,3000000,707391,6239723,2005,Mar,Oldboy,Oldboy,2013,"Action,Drama,Mystery",208.0
2718,"Sep 7, 2012",Bachelorette,3000000,446770,12577401,2012,Sep,Bachelorette,Bachelorette,2012,"Comedy,Romance",419.2
2750,"Dec 31, 2015",Sardaar Ji,2700000,0,8200000,2015,Dec,Sardaar Ji,Sardaar Ji,2015,"Comedy,Fantasy,Horror",303.7
2751,"May 2, 2014",Ida,2600000,3827060,15298355,2014,May,Ida,Ida,2013,Drama,588.4
2753,"Jan 11, 2013",A Haunted House,2500000,40041683,59922558,2013,Jan,A Haunted House,A Haunted House,2013,"Comedy,Fantasy",2396.9
2754,"Jul 3, 2013",Kevin Hart: Let Me Explain,2500000,32244051,32327255,2013,Jul,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013,"Comedy,Documentary",1293.1
2755,"Aug 2, 2013",The Spectacular Now,2500000,6852971,6916951,2013,Aug,The Spectacular Now,The Spectacular Now,2013,"Comedy,Drama,Romance",276.7
2756,"Jun 24, 2016",Hunt for the Wilderpeople,2500000,5205471,23845533,2016,Jun,Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",953.8
2785,"Mar 20, 2015",Do You Believe?,2300000,12985600,14304931,2015,Mar,Do You Believe?,Do You Believe?,2015,Drama,622.0
2811,"Sep 30, 2011",Courageous,2000000,34522221,35185884,2011,Sep,Courageous,Courageous,2011,Drama,1759.3
2812,"Mar 13, 2015",It Follows,2000000,14674077,23250755,2015,Mar,It Follows,It Follows,2014,"Horror,Mystery",1162.5
2813,"Jul 13, 2018",Eighth Grade,2000000,13539710,14341016,2018,Jul,Eighth Grade,Eighth Grade,2018,"Comedy,Drama",717.1
2814,"Mar 9, 2012",Silent House,2000000,12739737,16610760,2012,Mar,Silent House,Silent House,2011,"Drama,Horror,Mystery",830.5
2815,"Apr 8, 2016",Hardcore Henry,2000000,9252038,17187434,2016,Apr,Hardcore Henry,Hardcore Henry,2015,"Action,Adventure,Sci-Fi",859.4
2816,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551,2010,Jun,Winter's Bone,Winter's Bone,2010,"Drama,Mystery",806.6
2817,"Oct 10, 2014",Meet the Mormons,2000000,6047363,6049171,2014,Oct,Meet the Mormons,Meet the Mormons,2014,Documentary,302.5
2818,"Oct 6, 2017",The Florida Project,2000000,5904366,11295324,2017,Oct,The Florida Project,The Florida Project,2017,Drama,564.8
2819,"Aug 25, 2017",All Saints,2000000,5802208,5941994,2017,Aug,All Saints,All Saints,2017,Drama,297.1
2820,"Aug 20, 2003",Thirteen,2000000,4601043,9505996,2003,Aug,Thirteen,Sizdah,2014,Drama,475.3
2821,"Oct 8, 2010",Inside Job,2000000,4311834,7799257,2010,Oct,Inside Job,Inside Job,2010,"Crime,Documentary",390.0
2822,"Aug 28, 2015",We Are Your Friends,2000000,3591417,10153415,2015,Aug,We Are Your Friends,We Are Your Friends,2015,"Drama,Music,Romance",507.7
2841,"Nov 28, 2014",The Babadook,2000000,950792,7482387,2014,Nov,The Babadook,The Babadook,2014,"Drama,Horror",374.1
2849,"Oct 9, 2015",Knock Knock,2000000,36336,6328516,2015,Oct,Knock Knock,Knock Knock,2015,"Drama,Thriller",316.4
2885,"Sep 24, 2010",Buried,1987650,1044143,21270290,2010,Sep,Buried,Buried,2010,"Drama,Mystery,Thriller",1070.1
2891,"Jun 3, 2011",Submarine,1900000,467602,4581937,2011,Jun,Submarine,Submarine,2010,"Comedy,Drama,Romance",241.2
2900,"Feb 8, 2013",ABCD (Any Body Can Dance),1900000,222098,10137234,2013,Feb,ABCD (Any Body Can Dance),ABCD (Any Body Can Dance),2013,"Drama,Music",533.5
2906,"Aug 27, 2010",The Last Exorcism,1800000,41034350,70165900,2010,Aug,The Last Exorcism,The Last Exorcism,2010,"Drama,Horror,Thriller",3898.1
2907,"Jun 27, 2012",Beasts of the Southern Wild,1800000,12795746,23265132,2012,Jun,Beasts of the Southern Wild,Beasts of the Southern Wild,2012,"Adventure,Drama,Fantasy",1292.5
2920,"Feb 28, 2014",The Lunchbox,1700000,4231500,12231500,2014,Feb,The Lunchbox,Dabba,2013,"Drama,Romance",719.5
2927,"Apr 1, 2011",Insidious,1500000,54009150,99870886,2011,Apr,Insidious,Insidious,2010,"Horror,Mystery,Thriller",6658.1
2928,"Oct 21, 2016",Moonlight,1500000,27854931,65245512,2016,Oct,Moonlight,Moonlight,2016,Drama,4349.7
2930,"Sep 12, 2003",Cabin Fever,1500000,21158188,30351664,2003,Sep,Cabin Fever,Cabin Fever,2016,Horror,2023.4
2931,"May 2, 2007",Waitress,1500000,19097550,22217183,2007,May,Waitress,Waitress,2013,Drama,1481.1
2932,"Mar 23, 2018",Unsane,1500000,7690044,14244931,2018,Mar,Unsane,Unsane,2018,"Drama,Horror,Mystery",949.7
2933,"Jul 26, 2013",The To Do List,1500000,3491669,4128828,2013,Jul,The To Do List,The To Do List,2013,"Comedy,Romance",275.3
2955,"Nov 20, 2015",Mustang,1400000,845464,5552584,2015,Nov,Mustang,Mustang,2015,Drama,396.6
2977,"Oct 17, 2014",Dear White People,1250000,4404154,5403771,2014,Oct,Dear White People,Dear White People,2014,"Comedy,Drama,Romance",432.3
2978,"Apr 19, 2013",Filly Brown,1250000,2850357,2940411,2013,Apr,Filly Brown,Filly Brown,2012,"Drama,Music",235.2
2981,"Apr 19, 2013",Home Run,1200000,2859955,2859955,2013,Apr,Home Run,Home Run,2010,"Drama,Family,Sport",238.3
3000,"Jan 6, 2012",The Devil Inside,1000000,53262945,101759490,2012,Jan,The Devil Inside,The Devil Inside,2012,Horror,10175.9
3001,"Apr 17, 2015",Unfriended,1000000,32789645,64364198,2015,Apr,Unfriended,Unfriended,2014,"Horror,Mystery,Thriller",6436.4
3002,"Aug 23, 2013",You're Next,1000000,18494006,26887177,2013,Aug,You're Next,You're Next,2011,"Action,Comedy,Horror",2688.7
3003,"May 25, 2012",Chernobyl Diaries,1000000,18119640,42411721,2012,May,Chernobyl Diaries,Chernobyl Diaries,2012,"Horror,Mystery,Thriller",4241.2
3004,"Dec 29, 2010",Blue Valentine,1000000,9737892,16566240,2010,Dec,Blue Valentine,Blue Valentine,2010,"Drama,Romance",1656.6
3005,"Jul 20, 2018",Unfriended: Dark Web,1000000,8866745,16434588,2018,Jul,Unfriended: Dark Web,Unfriended: Dark Web,2018,"Crime,Horror,Mystery",1643.5
3006,"Sep 25, 2015",The Green Inferno,1000000,7192291,12931420,2015,Sep,The Green Inferno,The Green Inferno,2013,"Adventure,Horror",1293.1
3007,"Feb 3, 2017",I Am Not Your Negro,1000000,7123919,9617402,2017,Feb,I Am Not Your Negro,I Am Not Your Negro,2016,Documentary,961.7
3008,"Oct 19, 2012",The Sessions,1000000,6002451,11495204,2012,Oct,The Sessions,The Sessions,2012,"Biography,Comedy,Drama",1149.5
3009,"Apr 4, 2008",Shine a Light,1000000,5505267,16173879,2008,Apr,Shine a Light,Shine a Light,2010,,1617.4
3010,"Mar 23, 2012",October Baby,1000000,5355847,5391992,2012,Mar,October Baby,October Baby,2011,Drama,539.2
3011,"Sep 12, 2014",The Skeleton Twins,1000000,5284309,5797192,2014,Sep,The Skeleton Twins,The Skeleton Twins,2014,"Comedy,Drama,Romance",579.7
3012,"Jun 6, 2014",Obvious Child,1000000,3122616,3324070,2014,Jun,Obvious Child,Obvious Child,2014,"Comedy,Drama,Romance",332.4
3013,"Oct 21, 2011",Martha Marcy May Marlene,1000000,2981038,5438911,2011,Oct,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,"Drama,Mystery,Thriller",543.9
3014,"Dec 7, 2001",No Man's Land,1000000,1067481,2684207,2001,Dec,No Man's Land,No Man's Land,2020,Western,268.4
3069,"May 12, 2017",Lowriders,916000,6179955,6188421,2017,May,Lowriders,Lowriders,2016,"Adventure,Crime,Drama",675.6
3071,"Jul 12, 2013",Fruitvale Station,900000,16098998,17549645,2013,Jul,Fruitvale Station,Fruitvale Station,2013,"Biography,Drama,Romance",1950.0
3072,"Apr 1, 2016",Meet the Blacks,900000,9097072,9097072,2016,Apr,Meet the Blacks,Meet the Blacks,2016,"Comedy,Horror",1010.8
3087,"Sep 9, 2011",Kevin Hart: Laugh at My Pain,750000,7706436,7712436,2011,Sep,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011,"Comedy,Documentary",1028.3
3088,"Jun 8, 2012",Safety Not Guaranteed,750000,4010957,4422318,2012,Jun,Safety Not Guaranteed,Safety Not Guaranteed,2012,"Comedy,Drama,Romance",589.6
3131,"Jul 8, 2011",Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,2011,Jul,Sholem Aleichem: Laughing in the Darkness,Sholem Aleichem: Laughing in the Darkness,2011,Documentary,226.3
3132,"Jun 9, 2000",Groove,500000,1115313,1167524,2000,Jun,Groove,Groove,2017,"Drama,Music,Musical",233.5
3137,"Oct 29, 2010",Monsters,500000,237301,5639730,2010,Oct,Monsters,Monsters,2010,"Drama,Sci-Fi,Thriller",1127.9
3174,"Mar 31, 2006",Brick,450000,2075743,4243996,2006,Mar,Brick,Brick,2019,"Drama,Family,Romance",943.1
3179,"Oct 6, 2004",Tarnation,400000,592014,1162014,2004,Oct,Tarnation,Tarnation,2017,"Comedy,Horror",290.5
3194,"Oct 31, 2014",All You Need Is Love,300000,0,3565259,2014,Oct,All You Need Is Love,All You Need Is Love,2014,Documentary,1188.4
3203,"Aug 17, 2012",Compliance,270000,319285,830700,2012,Aug,Compliance,Compliance,2012,"Biography,Crime,Drama",307.7
3204,"Apr 28, 2017",Sleight,250000,3930990,3934450,2017,Apr,Sleight,Sleight,2016,"Action,Drama,Sci-Fi",1573.8
3205,"Oct 28, 2011",Like Crazy,250000,3395391,3728400,2011,Oct,Like Crazy,Like Crazy,2011,"Drama,Romance",1491.4
3232,"Jul 20, 2012",Burn,225000,1109276,1109276,2012,Jul,Burn,Burn,2012,Documentary,493.0
3234,"Feb 25, 2011",The Grace Card,200000,2430735,2430735,2011,Feb,The Grace Card,The Grace Card,2010,Drama,1215.4
3235,"Jun 19, 2015",The Overnight,200000,1109808,1165996,2015,Jun,The Overnight,The Overnight,2010,,583.0
3249,"Sep 23, 2011",Weekend,190000,484592,1577585,2011,Sep,Weekend,Weekend,2011,"Drama,Romance",830.3
3254,"Jul 22, 2011",Another Earth,175000,1321194,2102779,2011,Jul,Another Earth,Another Earth,2011,"Drama,Romance,Sci-Fi",1201.6
3261,"Apr 27, 2012",Sound of My Voice,135000,408015,429448,2012,Apr,Sound of My Voice,Sound of My Voice,2011,"Drama,Mystery,Sci-Fi",318.1
3265,"Jun 15, 2012",Your Sister's Sister,120000,1597486,3090593,2012,Jun,Your Sister's Sister,Your Sister's Sister,2011,"Comedy,Drama",2575.5
3266,"Jul 10, 2015",The Gallows,100000,22764410,41656474,2015,Jul,The Gallows,The Gallows,2015,"Horror,Mystery,Thriller",41656.5
3267,"Jul 7, 2017",A Ghost Story,100000,1594798,2769782,2017,Jul,A Ghost Story,A Ghost Story,2017,"Drama,Fantasy,Romance",2769.8
3293,"Nov 12, 2010",Tiny Furniture,50000,391674,424149,2010,Nov,Tiny Furniture,Tiny Furniture,2010,"Comedy,Drama,Romance",848.3
3305,"Mar 18, 2016",Krisha,30000,144822,144822,2016,Mar,Krisha,Krisha,2015,Drama,482.7
3310,"Jan 14, 2000",The Terrorist,25000,195043,195043,2000,Jan,The Terrorist,The Terrorist,2018,Thriller,780.2
3311,"Sep 1, 2015",Exeter,25000,0,489792,2015,Sep,Exeter,Exeter,2015,"Horror,Mystery,Thriller",1959.2
3323,"Apr 28, 2006",Clean,10000,138711,138711,2006,Apr,Clean,Clean,2017,"Comedy,Drama,Horror",1387.1
3324,"Jul 6, 2001",Cure,10000,94596,94596,2001,Jul,Cure,Cure,2011,Drama,946.0
